smiles,score
O=C(O)c1cnc(C(=O)N(CCc2ccc(F)cc2)C2CCCC2)cn1,-8.3
Nc1nccc(C2CCCN(C(=O)c3cc[nH]c3C3CC3)C2)n1,-8.3
CC(=O)N1CCN(c2cccc(NC(=O)C3(C)CCC3)c2C)C1=O,-8.3
Cc1csc(S(=O)(=O)N2CC(CC(=O)O)c3ccccc32)c1,-8.3
CO[C@@H]1C[C@H](c2nnc(C)o2)N(C(=O)N[C@@H](C)c2ccc(Cl)cc2)C1,-8.3
O=C(Cc1nc(-c2ccccc2)cs1)NCC1(O)CCCCC1,-8.3
OC[C@@H]1[C@H]2CN(c3cncc(OCc4cccc(Cl)c4)n3)C[C@H]21,-8.3
CCn1nccc1[C@@H]1OCCC[C@H]1CN1CCc2n[nH]c(=O)cc2C1,-8.3
CN1CCC2OCCN(C(=O)COc3cccc(N4CCCC4=O)c3)C2C1,-8.3
Cc1ccc(C)c(-n2ncc(NC(=O)N3CC4C5C=CC(O5)C4C3)c2C)c1,-8.3
COC(=O)c1cccc(NC(=O)N[C@@H]2C[C@@H](C)Oc3ccccc32)c1,-8.3
CC(C)c1cc(C(=O)NCC(C(=O)O)c2ccc(F)cc2)no1,-8.3
O=C(O)C1CCN(C(=O)CC2CCOCC2)c2ccccc21,-8.3
O=C(c1cccnc1O)N1CCCN(Cc2ccc(Cl)cc2)CC1,-8.3
CC(C)(C)c1ccc(C(=O)NCC(=O)N2Cc3cncnc3C2)cc1,-8.3
Cc1nnc(CC(=O)N2CCCC(Cn3cnc4ccccc43)C2)o1,-8.3
O=C(O)c1ccccc1C1CCN(C(=O)NCC2=CCCOC2)CC1,-8.3
O=C(O)c1ccnc(C(=O)N(Cc2cccc(F)c2)CC2CCCO2)c1,-8.3
O=C(NC1CCc2cn[nH]c2C1)N1CCC(c2nc(C(F)(F)F)cs2)CC1,-8.3
Cc1nnc([C@H]2CN(C(=O)Cc3ccc4cn[nH]c4c3)C[C@@H](C)O2)o1,-8.3
c1cn2cnnc2c(N[C@H]2CCO[C@@H]2c2cnn(CC3CC3)c2)n1,-8.3
Cc1c(CC(=O)NC2CCN(Cc3coc(-c4ccccc4)n3)CC2)cnn1C,-8.3
O=C(O)c1ccc(CC(=O)N(Cc2c(F)cccc2F)C2CC2)cc1,-8.3
O=C(O)CCN(Cc1ccccc1)C(=O)c1n[nH]c2ccccc12,-8.3
COc1ccccc1C1(CNC(=O)c2cc(C(=O)O)ccn2)CCC1,-8.3
Cc1ccc(-c2noc([C@H]3OCC[C@H]3CN)n2)cc1N1CCCC1,-8.3
O=C(NCCN(CCN1CCCCCC1)C(=O)c1ccccn1)c1ccccn1,-8.3
Cn1nccc1[C@@H]1NC(=O)CC[C@H]1NC(=O)[C@H]1C[C@@H]1C1CC1,-8.3
O=C(O)c1ccc(CN2CCC(Oc3ccc(F)cc3F)CC2)cc1,-8.3
COc1cc(NC(=O)N2CCN(C(=O)c3c(F)cccc3F)CC2)ccn1,-8.3
Cc1ccccc1C1(C(=O)N[C@H]2C[C@@H](O)[C@@H]2n2cccn2)CCC1,-8.3
CCC(CNC(=O)C1CC=CC1)(C(=O)O)c1ccccc1,-8.3
O=C(O)c1ccnc(C(=O)N(Cc2ccccc2)CC2CCCO2)c1,-8.3
O=C(C1CCCN(c2ncccc2C(F)(F)F)C1)N1CCCC1c1ncon1,-8.3
O=C1CC(c2ccc(NS(=O)(=O)N3CCCC3)cc2)CC(=O)N1,-8.3
CC1CCCN(S(=O)(=O)Nc2ccc(C3CC(=O)NC(=O)C3)cc2)C1,-8.3
Nc1cccc(S(=O)(=O)NCC2CCOC3(CCC3)C2)c1,-8.3
CCOC(=O)c1cc2cccnc2nc1NC(=O)C1CCCCO1,-8.3
Cn1nc(C2CCCN2Cc2ccc3c(c2)OCCO3)nc1N,-8.3
Cc1c(S(=O)(=O)N2C[C@H](F)[C@H](F)C2)oc2ccc(F)cc12,-8.3
Cc1c(NC(=O)N2CC(c3cccc(C(F)(F)F)c3)OC(C)(C)C2)nnn1C,-8.3
O=C(O)C1CCN(c2nccc(OCc3ccccc3)n2)CC1,-8.3
C[C@@H]1CN(C(=O)CCCn2nnc(-c3ccccc3)n2)C[C@@]1(C)CN,-8.3
CC(C)OC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)C1CCCC(=O)N1,-8.3
Cc1cc(NC(=O)N2CCCN3c4ccccc4CC3C2)cn2ccnc12,-8.3
CNC(=O)CC1(O)CCCN(Cc2cc3c(cc2Cl)OCCO3)C1,-8.3
N#Cc1cc(Cl)ccc1N1CCCC(O)(Cc2nc(C3CC3)no2)C1,-8.3
Cc1nc(NC2CCNC(=O)CC2)cc(-c2cccnc2)n1,-8.3
Cc1cnccc1CCNC(=O)[C@@H]1CCCO[C@H]1c1ncc[nH]1,-8.3
CC1CNCCN1C(=O)CCCc1ccc2[nH]c(=O)[nH]c2c1,-8.3
CC1(C)CN(C(=O)[C@H]2CCC(=O)N2)C1C1CCN(Cc2ccccc2)CC1,-8.3
CC(=O)c1cn(CC(=O)N2CC(C)OCC2c2ccccc2)nn1,-8.3
O=C(N[C@H](Cc1ccccc1)C(=O)O)c1ccnn1C1CCCC1,-8.3
Cc1ccc(CCC(=O)N2CCC(N)C2)cc1,-8.3
O=C(c1ccc(O)nc1)N1CCC(n2cccn2)C1,-8.3
CC(CC(=O)N(Cc1cccnc1)C1CCS(=O)(=O)C1)c1ccccc1,-8.3
CC(C(=O)O)c1cccc(NC(=O)c2ccn(C(C)C)n2)c1,-8.3
Cc1cc(Cn2cc([C@@H]3OCCC[C@H]3C(=O)O)cn2)c2ccccc2n1,-8.3
Cc1cnn(C)c1S(=O)(=O)NCc1nc(-c2ccccc2F)cs1,-8.3
O=C(NCCC(=O)N1CCCCC1)[C@@H]1C[C@H]1c1cccc(Cl)c1,-8.3
CNc1ccc(C(=O)N2CCCCC2c2nc(=O)[nH][nH]2)cn1,-8.3
Cn1cnnc1CC1(O)CCCN(CC(=O)N2CCc3ccccc32)C1,-8.3
COC1CCCCN(CC(=O)NCc2ccccc2C(F)(F)F)C1=O,-8.3
O=C1CSCN1CC(=O)N1CC[C@@H](c2ccccc2)[C@@H](CO)C1,-8.3
Cc1nn(-c2ccccc2)cc1NC(=O)N1CCCC(O)CC1,-8.3
Cc1nc2ccc(S(=O)(=O)N(C)CC(=O)Nc3cccc(Cl)c3)cc2s1,-8.3
O=C(N[C@H]1CCC[C@H]1F)N1CCN(C(=O)c2cccc(F)c2)CC1,-8.3
Cc1cc(CNC(=O)CN2CCCCC(O)C2=O)ccc1F,-8.3
CNS(=O)(=O)N1CCN(C(=O)Nc2ccccc2CC(F)(F)F)CC1,-8.3
Cc1cc(CNC(=O)Nc2ccc3c(c2)C(=O)CC(C)(C)O3)ccn1,-8.3
C[C@@H]1C[C@H](O)CN(C(=O)CC2(O)CCCN(Cc3ccccc3)C2)C1,-8.3
Cc1ccc(-n2ncc(C(=O)N3CCC(CN)C3)c2C2CC2)cc1Cl,-8.3
CC(=O)N1CCC(CNC(=O)NCC2(N)C3CC4CC(C3)CC2C4)CC1,-8.3
O=C(NC(CO)CN1CCCCC1)c1ccc2c(c1)CCC2,-8.3
COc1ccncc1NC(=O)CC1(O)CCCN(Cc2ccccc2)C1,-8.3
N#Cc1ccc(CN2CCC(NC(=O)c3cccc(CO)c3)C2=O)cc1,-8.3
Cn1nccc1C1CCCCN1C(=O)NCc1ccccc1S(N)(=O)=O,-8.3
Cn1ncc(NC(=O)N2CCCC(C)(F)C2)c1-c1ccccc1,-8.3
O=C(O)c1cccc(N2CCC(C(=O)N(Cc3ccccc3)C3CC3)CC2)n1,-8.3
COc1cccc2c(N3CCCC4(CCS(=O)(=O)C4)C3)ccnc12,-8.3
O=C(O)C1CC2CCC1N2S(=O)(=O)c1cc2oc(=O)[nH]c2cc1F,-8.3
Cn1nccc1NC(=O)N1CCOC(c2ccc(F)c(Cl)c2)C1,-8.3
CC1(C)CC(NC(=O)C(=O)Nc2ccc3c(c2)CCC3)CC(C)(C)N1,-8.3
CC1(C)CC1c1nnc(-c2cccc(S(=O)(=O)N3CCCC3)c2)o1,-8.3
O=C(NCc1c[nH]nn1)C1CCN(Cc2ccccc2)C1=O,-8.3
CCCOc1nc2ccccc2cc1C(=O)N1CCCC(COC)C1,-8.3
Cc1nc2c3ccccc3nn2c(C)c1CCC(=O)NCC1CCOC1,-8.3
CC1Cc2cc(CNC(=O)Nc3cc(CN(C)C)ccn3)ccc2O1,-8.3
COc1ccc(CCNC(=O)C2Cc3ccccc3CN2)cc1OC,-8.3
Cc1nc2ccccc2c(=O)n1CCCC(=O)N1C[C@@H](N)[C@H](c2ccnn2C)C1,-8.3
CS(=O)(=O)c1ccnc(NC(=O)N2CCCCc3ccccc32)c1,-8.3
O=C(c1cccs1)N1CCN(C(=O)C2(c3cccc(Cl)c3)CC2)CC1,-8.3
C=CCN(C(=O)Cc1csc(COc2ccc(Cl)cc2)n1)c1ccccc1,-8.3
NC1CC12CC(NC(=O)c1nccc3cccnc13)C2,-8.3
Cn1nccc1[C@@H]1CN(C(=O)Cc2ccccc2F)C[C@H]1N,-8.3
CNC(=O)c1cc2n(n1)CC1(CCN(Cc3ccc(CC(C)C)cc3)CC1)OC2,-8.3
Cc1cc(F)ccc1CN1CCC2(CC1)Cn1nc(C(=O)N(C)C)cc1CO2,-8.3
CC(=O)NC[C@@H]1CN(C(=O)Cc2c[nH]c3cc(C)ccc23)C[C@H]1c1cncn1C,-8.3
O=C(Nc1ccns1)N1Cc2ccccc2OC2(CCOCC2)C1,-8.3
Cc1c(C(=O)Nc2ccc(N3CCCC3)cn2)[nH]c2c1C(=O)CCC2,-8.3
Cc1cc(NC(=O)NCc2ccc(-n3ccnc3)c(F)c2)n(C)n1,-8.3
Cc1cccc(C(CNc2ccc([N+](=O)[O-])cc2S(N)(=O)=O)N2CCOCC2)c1,-8.3
CN1CCn2nc(C(=O)N3C[C@H]4CCC[C@H]4C3)cc2S1(=O)=O,-8.3
Cc1cccn2cc(CC(=O)N3CCNCCC34CCOCC4)nc12,-8.3
Cc1cccc(S(=O)(=O)NCCc2cn(C3CCOC3)nn2)c1,-8.3
CN(Cc1ccccc1)C(=O)c1ccc(NS(=O)(=O)c2cccs2)cc1,-8.3
Cc1ccc(CSc2nnc(-c3ccccn3)n2Cc2ccco2)cc1C#N,-8.3
C[C@]1(O)C[C@@H](NC(=O)c2ccnc(-c3ccccc3)n2)C1,-8.3
Cc1cc(CNC(=O)N2CCCN(c3ccccc3C#N)CC2)no1,-8.3
O=C(CC1(O)CCOCC1)NC[C@@H]1[C@@H](c2ccccc2)C1(F)F,-8.3
NC(=O)c1csc(C(=O)NC2CCN(C(=O)CCc3ccccc3)CC2)c1,-8.3
COc1ccccc1N1CCN(C(=O)c2cc3c(C)nn(-c4ccccc4C)c3s2)CC1,-8.3
Cc1ccc(CC(=O)N2CCC(Cc3ccccc3)CC2)cn1,-8.3
O=C(NC1CCCc2c1cnn2Cc1ccccc1)C1CCS(=O)(=O)C1,-8.3
N[C@@H]1c2ccccc2C[C@H]1NC(=O)N1CCOC2(CCC2)C1,-8.3
O=C(NC1CC[C@@H]2CN(Cc3ccccc3)C[C@@H]2C1)c1cocn1,-8.3
NC(=O)NCc1ccc(C(=O)N2CCCC2C2CCCCC2)cc1,-8.3
O=C(c1c[nH]nn1)N1CCN(S(=O)(=O)c2c[nH]c3ncccc23)CC1,-8.3
O=C(Nc1nnc(C(F)F)s1)NC(c1ccc(Cl)cc1)C1CC1,-8.3
CCOC(=O)c1sc(NC(=O)C2CCCN(C(=O)c3cccs3)C2)nc1-c1ccccc1,-8.3
COC(=O)CCCCNC(=O)c1cnn(-c2cccc(C(F)(F)F)c2)c1C1CC1,-8.3
COc1ccccc1CC(=O)Nc1ccc(S(=O)(=O)N2CCCCC2)cc1,-8.3
CN1C[C@@H]2CN(Cc3oc(-c4ccccc4)nc3C(=O)O)C[C@]2(C)C1,-8.3
CC1(C)CCCN1C(=O)Nc1ccc(-c2ccccc2F)nn1,-8.3
CNC(=O)CCNC(=O)C1CCCN(C(=O)c2ccc(Cl)c(Cl)c2)C1,-8.3
O=C(O)CCNC(=O)c1ccc(-c2ccc(F)cc2)o1,-8.3
COc1ccc2[nH]cc(CC(=O)N3CCN(C(=O)c4cccn4C)CC3)c2c1,-8.3
O=C(NCCc1ccccn1)N1CCCC1c1ccc2c(c1)OCCO2,-8.3
COc1ccc2c(c1)CC(C(=O)Nc1nccnc1C1CC1)CO2,-8.3
CC(NC(=O)c1c[nH]c(=O)c(C(F)(F)F)c1)c1nnc2n1CCC2,-8.3
CC(NC(=O)N1CCCC1C(=O)NC1CC1)c1ccccc1,-8.3
Cc1cccc(N2CC(C(=O)Nc3cnn(Cc4ccncc4)c3)CC2=O)c1C,-8.3
Cc1cccc2c1OCC(NC(=O)c1ccnn1C1CCC1)C2,-8.3
COc1ccc(O)c(C(=O)N2CCCC2Cc2cccc(F)c2)c1,-8.3
O=S(=O)(N[C@H]1c2ccccc2OC[C@H]1CO)c1ccco1,-8.3
NC1CC2CC(C(=O)Nc3cnc(N4CCNCC4)nc3)CC12,-8.3
O=C(O)CC(c1ccccc1)C1CCN(C(=O)c2ccccc2)CC1,-8.3
O=C(NC1CCN(Cc2cnc3n2CCOC3)CC1)c1ccccc1,-8.3
Cc1cc(CN2CCN(Cc3cn(C)nc3C3CCCC3)CC2)on1,-8.3
CCN(CC(=O)N1CCC2(CC1)CC(O)CNC2=O)c1ccccc1,-8.3
Cc1onc(-c2ccccc2Cl)c1C(=O)NC1CCN(CC(C)C)CC1,-8.3
O=C(NC(CC1CC1)c1ccccc1)N1CC(N2CCCC2=O)C1,-8.3
O=C(Cc1nc[nH]n1)N1CCCS(=O)(=O)CC1c1ccccc1,-8.3
CC(C)C(NC(=O)Nc1ccc2ccccc2n1)c1cnn(C)c1,-8.3
O=C(NCc1cccnc1OCC(F)(F)F)N1CCCC1c1ccccc1,-8.3
COc1ccccc1CC(=O)NCC1CCN(c2ccc(F)cc2)C1,-8.3
Cc1cscc1NC(=O)N1CCCC1c1ccc(O)cc1,-8.3
O=C(NCC1CCN(c2ccc(F)cc2)C1)c1ccoc1,-8.3
CN(Cc1cccc(C(F)(F)F)c1)C(=O)CN1C(=O)C2C3C=CC(C3)C2C1=O,-8.3
COc1cc(C(C)NC(=O)c2ccc(C#N)cc2)ccc1OCc1ccncc1,-8.3
O=C(c1cc(O)ccn1)N1CCCC(Cc2ccccc2)C1,-8.3
Cc1cc(Cn2nnc(C(=O)NC3CCOC34CCCC4)c2C)on1,-8.3
COc1ccc(C(=O)N2CCCC2)cc1NCc1cc(=O)n2cccc(C)c2n1,-8.3
Cc1oc(-c2ccccc2F)nc1C(=O)N1CCOCC1CC1CC1,-8.3
CNc1ncccc1C(=O)N1CCC(O)(Cc2cccc(C)c2)CC1,-8.3
O=C(O)C1CCCCN1C(=O)c1cccc(-n2cnnn2)c1,-8.3
Cc1ccc(CN2CC(C(=O)NCC3CCS(=O)(=O)C3)CC2=O)cc1,-8.3
CO[C@@H]1C[C@H](c2nnc(C)o2)N(C(=O)c2cccc3c2OCC3)C1,-8.3
O=C(CN1Cc2c(cnn2-c2ccccc2)C1=O)N1CCC(CO)C1,-8.3
Cc1cccc2c(CCC(=O)NC[C@]34C[C@H]3COC43CCC3)c[nH]c12,-8.3
CN(C)C(CNC(=O)C1CCCN1C(=O)Cc1ccccc1)c1ccco1,-8.3
Cn1ncc2ccc(CNC(=O)N3CC(N)C4(CCC4)C3)cc21,-8.3
O=C(NCCN1CCCCC1)c1cc2cccc([N+](=O)[O-])c2[nH]1,-8.3
O=C(CCc1cccs1)Nc1cccc(-n2ccc(C(=O)O)n2)c1,-8.3
O=C(CC(F)(F)F)Nc1cccc(-c2cn3c(n2)CCCC3)c1,-8.3
O=C(Nc1ccccn1)N1CCC(c2nnc3n2CCC3)CC1,-8.3
Cc1ccccc1N1CCN(C(=O)Nc2ccnc3ccnn23)CC1,-8.3
Cc1cc(CNC(=O)N2CCC(N3CCNC3=O)CC2)ccc1F,-8.3
CCc1ccc(NC(=O)C2CCN(C(=O)c3ccc(F)cc3)CC2)cc1,-8.3
CC(NC(=O)CNC(=O)C1c2ccccc2C(=O)N1C1CC1)C1CCCO1,-8.3
O=C(Cc1n[nH]c2c1CCCC2)Nc1ccc2nscc2c1,-8.3
Cc1ccc2nc3c(c(C(=O)N(C)Cc4c(C)noc4C)c2c1)CCCC3,-8.3
COc1cccc([C@@H]2C[C@H]2C(=O)NCc2cncc(O)c2)c1,-8.3
COc1cc(C(C)NC(=O)N[C@H]2COC[C@H]2OC)cc2ccccc12,-8.3
NCC1CCCc2ccc(C(=O)NCc3cnccn3)cc21,-8.3
Cc1ccc(O)c(C(=O)N2CCC(NC(=O)c3cc(C)on3)CC2)c1,-8.3
Cc1nc(C)c2c(C)c(C(=O)NC(c3ccc(F)cc3)C3CCCO3)sc2n1,-8.3
CC(=O)N1CC2(CCN(C(=O)c3cccc(C)c3F)CC2)[C@H]2COC[C@H]21,-8.3
Cc1cc(C)c(CNC(=O)C2CCCN2Cc2ccccc2)c(C)c1,-8.3
Cc1cc(CNC(=O)N2CCCC3(C=Cc4ccccc4O3)C2)no1,-8.3
CC(C)(Cc1ccc(-c2ccc(Cl)c(C(F)(F)F)c2)cc1)C(=O)O,-8.3
Fc1cccc2nc(NCCc3nnc(C4CCOCC4)[nH]3)sc12,-8.3
Cc1cccc(N2CCN(CCCNC(=O)CCCC[C@@H]3SC[C@@H]4NC(=O)N[C@H]34)CC2)c1,-8.3
O=C(c1cnc(-c2ccccn2)nc1)N1CCCCCC1c1ccco1,-8.3
CC[C@H]1C(=O)NCCCN1Cc1nc(-c2ccc(F)c(C)c2)no1,-8.3
O=C(CN1CCCCC(O)C1=O)NCc1ccc(CCO)cc1,-8.3
CC1(C)CCN(C(=O)NCc2ccc[nH]c2=O)CC1c1ccccc1,-8.3
COc1cc(CNC(=O)C2CCN(C(=O)c3ccco3)CC2)ccc1O,-8.3
Cc1cc(C(=O)N2CCC(Nc3ccccc3)CC2)c2c(C)noc2n1,-8.3
Cc1cccc(C2=CCN(C(=O)NCCC3(O)CCOC3)CC2)c1C,-8.3
CN(Cc1cccc(O)c1)C(=O)c1cc(Cl)ccc1Cl,-8.3
O=C(NC1CC1)N1CCN(Cc2ccc(-c3ccccc3F)s2)CC1,-8.3
O=C(NCc1ccc(=O)[nH]n1)c1ccc2cc[nH]c2n1,-8.3
CNc1cc(N2CCN(C(=O)Cc3ccccc3Cl)CC2)ncn1,-8.3
COc1ccc(NC(=O)C2CCN(c3ccc(F)c(F)c3)C2=O)cc1OC,-8.3
CO[C@@H]1CCOC[C@H]1NC(=O)Cn1nnc(-c2ccc(C)cc2)n1,-8.3
CN(Cc1cc(-c2ccccc2)[nH]n1)C(=O)CN1CCCCC1=O,-8.3
Cn1nc(C(=O)Nc2ccc(C(=O)NCCC(=O)O)cc2)ccc1=O,-8.3
COc1cc(NC(=O)CCCC[C@@H]2SC[C@@H]3NC(=O)N[C@H]23)c(C(=O)N2CCCCC2)cc1OC,-8.3
Cn1cc(O[C@@H]2CCC[C@@H]2NC(=O)c2coc3cc(O)ccc23)cn1,-8.3
Cc1nccc(NC(=O)Cn2nc(C(F)(F)F)c3c2CCC3)n1,-8.3
CN1C[C@@H](CNC(=O)Nc2ccn(CCF)n2)[C@H](c2ccccc2)C1,-8.3
CN(C)C(=O)Cc1ccc(NC(=O)C2CCCN2C(=O)Cc2ccccc2)cc1,-8.3
Cc1c(CNC(=O)N2CCC3(CC2)NC(=O)CO3)sc2ccc(Cl)cc12,-8.3
Cc1nc(-c2cccc(NC(=O)CC3CCS(=O)(=O)C3)c2)no1,-8.3
Cn1ccnc1CN1CC(C(=O)O)Cc2cc(F)ccc21,-8.3
O=C(Cn1cnc2scc(-c3ccc(Cl)cc3)c2c1=O)N1CCCC1,-8.3
NS(=O)(=O)C1CCN(C(=O)C2(CCc3ccccc3)CC2)CC1,-8.3
CS(=O)(=O)Nc1cccc(NC(=O)CCSCc2nc3sc4c(c3c(=O)[nH]2)CCC4)c1,-8.3
CCC(CNC(=O)COc1ccc(C(C)=O)cc1OC)N1CCc2ccccc2C1,-8.3
Cc1cc(C(=O)Nc2ccc3oc(=O)[nH]c3c2)c(C)n1Cc1ccco1,-8.3
Cc1ccccc1OCCNC(=O)C1(S(=O)(=O)c2ccc(Cl)cc2)CCCC1,-8.3
Cc1[nH]c2ccc(C(=O)N3CCN(C(C)C)CC3)cc2c1C,-8.3
Cc1nn(-c2ccccc2)c2ncc(NC(=O)[C@H]3C[C@@H]3C(F)F)cc12,-8.3
O=C(NC(c1ccc(F)cc1)C1CCCO1)c1cc[nH]n1,-8.3
COC[C@H]1C[C@@H](O)CN1C(=O)Nc1cccc(Oc2ccccc2)n1,-8.3
COc1nn(C)cc1CNC(=O)C1(c2cccc(C)c2)CCCC1,-8.3
COc1nn(C)cc1CNC(=O)C1(c2cccc(Cl)c2)CCCC1,-8.3
COC(C(=O)N1CCc2nc[nH]c2C12CCC2)c1ccc(F)cc1,-8.3
O=C(COc1ccccc1CNC1CCC(O)CC1)N1CCCC1,-8.3
CS(=O)(=O)Nc1cccc(NC(=O)CCSCc2nc3sc4c(c3c(=O)[nH]2)CCCC4)c1,-8.3
NS(=O)(=O)CC1CCN(C(=O)c2cncc3ccccc23)C1,-8.3
COc1nccc(C(=O)N2CCCCC2Cc2ccccc2F)n1,-8.3
CCc1cnccc1C(=O)NC1CC2(CCNC2)Oc2ccccc21,-8.3
COC1(CO)CCN(c2nnnn2Cc2ccc(F)c(C)c2)CC1,-8.3
Cc1cc(C(=O)Nc2cccc(-n3ccc(C(=O)O)n3)c2)c(C)s1,-8.3
O=C(O)COc1cccc(C(=O)NC2CCN(C(=O)c3ccoc3)CC2)c1,-8.3
CC(=O)N1CCc2c(NC(=O)[C@@H]3CCOC3)cccc21,-8.3
CCC(=O)NC[C@H]1CCCN1C(=O)c1ccc(-c2cn[nH]c2)cc1,-8.3
COc1ccc(C(=O)CN2C(=O)NC(C)(Cc3ccc4c(c3)OCO4)C2=O)cc1OC,-8.3
Cc1occc1C(=O)NCc1ccc(Cn2ccccc2=O)cc1,-8.3
O=C(COc1ccc(N2CCCC2=O)cc1)N1CCC(n2cccn2)CC1,-8.3
CCOC(=O)C1(NC(=O)c2cc3ccccc3c(=O)[nH]2)CCCCC1,-8.3
Cc1oc2ccccc2c1CCNC(=O)c1ccnn1C1CCC1,-8.3
Cc1nccc(C(=O)Nc2cccc(OCc3cccnc3)c2)n1,-8.3
Cc1cc(C(=O)N2CCCN(C(=O)c3ccc(F)cc3)CC2)on1,-8.3
COc1ccc(NC(=O)C2CCCN2C(=O)Cc2ccc(C)cc2)cc1,-8.3
O=C(c1c[nH]cc1Cc1ccccc1)N1C[C@@H](O)C[C@@H](O)C1,-8.3
Cc1cc(C(=O)NCc2cccc(F)c2)ccc1-n1cnnn1,-8.3
Cc1noc(C2CCN(C(=O)c3ccc(CNC(N)=O)cc3)CC2)n1,-8.3
O=C(NCc1ccc2ncccc2c1)N(Cc1ccoc1)C1CC1,-8.3
O=C(NC1CC1)C1CCCN1C(=O)CN1CCN(Cc2ccccc2)CC1,-8.3
COc1ccc2ccccc2c1CCNC(=O)c1n[nH]c(C)c1C,-8.3
CS(=O)(=O)N1CCC[C@@H]1CNC(=O)c1ccccc1-n1cccc1,-8.3
CC(=O)NC(C)(C)c1noc(C(C)(C)c2cccc(O)c2)n1,-8.3
COc1ccc(-c2noc(CCCC(=O)Nc3nc(C)no3)n2)cc1,-8.3
O=C(Nc1cccc(Oc2ccccc2)n1)C1CN(C2CCOC2)C1,-8.3
CN(Cc1ccco1)C(=O)C1CCCN1C(=O)Cc1ccccc1,-8.3
Cc1ncccc1CCNC(=O)c1coc2c1C(=O)NCCC2,-8.3
Cn1ccnc1[C@@H]1CN(C(=O)c2ccc(Cl)c3cccnc23)C[C@H]1N,-8.3
CCn1c(C)cc(C(=O)NC(C)c2ccc3c(c2)CC(=O)N3)c1C,-8.3
Cc1ccccc1C(=O)NC1CCN(c2cccc3nncn23)CC1,-8.3
CC(C)c1nc2ccc(NCC(=O)Nc3cccc(C(=O)NC4CC4)c3)cc2s1,-8.3
c1ccc(Cc2nnc(-c3ccccc3)[nH]2)cc1,-8.3
NC1CC12CC(NC(=O)Cc1cccc3cnccc13)C2,-8.3
CCN1CCN(C(=O)CCc2cnn(-c3ccccc3)c2)CC12CCOC2,-8.3
O=C(CCC1NC(=O)NC1=O)NCCc1c[nH]c2ccccc12,-8.3
Cc1cc(CNC(=O)N2CCC[C@H]2COc2ccc(F)cc2)ccn1,-8.3
COc1ccc(-n2ccc(CNC(=O)c3cccc(OC)c3)n2)cc1,-8.3
COc1ccc2ccccc2c1CCNC(=O)C1CN(C(C)=O)C1,-8.3
O=C(NCc1cccc2c1OCO2)c1ccc(C(=O)O)nc1,-8.3
Cc1cccc(C)c1CNC(=O)N1CCC(CN2CCNC2=O)CC1,-8.3
COCc1cccc(C(=O)N2CCC(c3c[nH]c4ncccc34)CC2)c1,-8.3
Cc1ccn2cc(CNC(=O)c3cnn(-c4ccc(Cl)cc4)c3C)nc2c1,-8.3
CC(C)c1ccc(S(=O)(=O)N2CCCC2C(C)c2ccccc2)cc1,-8.3
CC(C)(C)c1nnc(NC(=O)NCC2CCCOC2c2ccccc2)s1,-8.3
O=C(O)c1c(F)cccc1NS(=O)(=O)c1ccc(F)c(F)c1,-8.3
Cc1ccccc1CC(=O)N[C@H]1c2ccccc2OC[C@H]1CO,-8.3
Cc1cc(C(=O)N2CCCC2C(=O)Nc2nccs2)c(C)o1,-8.3
Cc1nc(-c2ccccc2)ccc1C(=O)NC1(C(=O)O)CCCC1,-8.3
O=C(NCc1ccccc1)N1CCC(CN2CCNC2=O)CC1,-8.3
COc1ccc(C(=O)NC2(c3ccccc3F)COC2)cc1OC,-8.3
CC(=O)Nc1cccc2c1CCN(C(=O)C1CCS(=O)(=O)C1)C2,-8.3
O=C(c1ccc(F)c(C(F)(F)F)c1)N(CC1CCCO1)C1CCSC1,-8.3
O=C(NCCC1CCC(F)(F)CC1)NC1CCc2[nH]ncc2C1,-8.3
Cc1nnc2ccc(N3C[C@@H](c4cncn4C)[C@H](CNC(=O)C4(C)CC4)C3)nn12,-8.3
NC(=O)COc1cccc(CN2CCCSc3ccccc32)c1,-8.3
CCc1cccc(CNC(=O)N2C[C@@H](c3cncn3C)[C@H](CNC(C)=O)C2)c1,-8.3
COc1ccc2ccccc2c1CCNC(=O)[C@@H]1CCC(=O)N1C,-8.3
O=C(NCc1cccc(O)c1)Nc1cccc(N2CCCC2)c1,-8.3
Nc1cccc(C(=O)Nc2cccc(C(=O)N3CCCC3)c2)c1,-8.3
O=C(c1cccc2c1OCC2)N1CCCC(c2n[nH]c(C3CC3)n2)C1,-8.3
Cc1c([C@@H]2[C@@H](CNC(=O)c3cccc4ccc(O)nc34)CC(=O)N2C)cnn1C,-8.3
Cc1ccccc1C(=O)NC1CCN(C(=O)CCc2ccccn2)CC1,-8.3
O=C(CCn1ccc2ccccc21)Nc1cnn(CC2CCCO2)c1,-8.3
Cc1c(C(=O)N2CCN(S(C)(=O)=O)CC2)cnn1-c1ccc(=O)[nH]n1,-8.3
Cc1cc(CNC(=O)NCc2ccccc2N2CCOCC2)no1,-8.3
CCc1c[nH]c2ncnc(N3CCc4c(CC(N)=O)cccc4C3)c12,-8.3
c1cn2nnnc2c(N2CC(c3ncc(C4CC4)cn3)C2)n1,-8.3
O=C(Nc1cccnc1N1CCOCC1)N1CCCC1C1CCCC1,-8.3
