smiles,ld50_zhu
CNC(=O)Oc1cc(C(C)C)ccc1Cl,4.035
C#CCOc1ccccc1OC(=O)NC,3.409
C=CCOc1ccccc1OC(=O)NC,3.015
CNC(=O)Oc1cccc2ccccc12,2.942
CNC(=O)Oc1cccc2sccc12,3.471
CNC(=O)Oc1cccc2c1OC(C)(C)C2O,4.12
CNC(=O)Oc1ccc(C)c2c1OC(C)(C)C2,4.292
CNC(=O)Oc1ccc(Cl)c2c1OC(C)(C)C2,3.013
CNC(=O)Oc1cccc2c1OC(C)(C)CC2,4.894
CNC(=O)Oc1cccc2c1OC(C)C2,3.683
CNC(=O)Oc1cccc2c1OCC2,3.809
CNC(=O)Oc1cccc2c1OCCO2,3.22
CNC(=O)Oc1cc(C(C)(C)C)cc(C(C)(C)C)c1,2.165
CNC(=O)Oc1cc(C(C)C)cc(C(C)C)c1,3.071
CNC(=O)Oc1cc(C)cc(C(C)C)c1,3.772
CNC(=O)Oc1ccc(NC(=O)OC)c(C(C)C)c1,3.994
CNC(=O)Oc1cc(C)c(S(C)=O)c(C)c1,3.759
CNC(=O)Oc1cc(C)c(C)c(C)c1,3.036
CNC(=O)Oc1ccc(C)c(C)c1,2.7910000000000004
CNC(=O)Oc1ccc(N(C)C)c(C)c1,3.841
CNC(=O)Oc1cc(C)c(N(C)C)c(C)c1,4.2010000000000005
C=CCN(CC=C)c1c(C)cc(OC(=O)NC)cc1C,3.489
CNC(=O)Oc1cc(C)c(NC(=O)O)c(C)c1,3.526
CNC(=O)Oc1cc(C(C)C)c(OC(=O)NC)cc1C,3.67
CNC(=O)Oc1cc(C)c(SC)c(C)c1,4.353
CNC(=O)Oc1ccc(SC)c(C)c1,3.626
CNC(=O)Oc1cc(C)cc(C)c1,2.519
CNC(=O)Oc1cccc(C)c1,2.79
C#CCOc1cccc(OC(=O)NC)c1,3.136
CNC(=O)Oc1ccc(C)c(N(C)C)c1,3.656
CNC(=O)Oc1ccc(C)c(C)c1C,2.784
C=CCN(CC=C)c1ccc(OC(=O)NC)cc1,3.4530000000000003
CNC(=O)Oc1ccc(CC#N)cc1,2.571
CNC(=O)Oc1ccc(CCC#N)cc1,2.518
CNC(=O)Oc1ccc(N=CN(C)C)c(C)c1,4.5139999999999985
CNC(=O)Oc1cccc(C(C)C)c1,4.082
CNC(=O)Oc1ccccc1,2.447
CNC(=O)Oc1ccccc1C(C)C,3.036
C=CC(COC)c1ccccc1OC(=O)NC,3.372
CNC(=O)Oc1ccccc1C1OCCO1,3.951
CNC(=O)Oc1ccccc1C1SCCS1,3.4530000000000003
CNC(=O)Oc1ccccc1CCCSC,3.037
CNC(=O)Oc1ccccc1Cl,2.457
C#CCN(C)c1ccccc1OC(=O)NC,3.5610000000000004
CNC(=O)Oc1ccccc1OC(C)C,3.4760000000000004
CNC(=O)Oc1cccc2c1OC(C)(C)C2,4.646
CNC(=O)Oc1cccc2c1OC(C)(C)O2,3.747
CNC(=O)Oc1cccc2ccoc12,4.2810000000000015
CNC(=O)Oc1cccc2c1OCCC2,4.015
CNC(=O)Oc1cccc2ccc(C)nc12,3.256
CNC(=O)OCc1ccc(Cl)c(Cl)c1,2.0980000000000003
CNC(=O)OCc1cccc(COC(=O)NC)n1,2.314
CNC(=O)ON=C(C)C(C)(C)[N+](=O)[O-],4.194
CNC(=O)ON=C(C)C(C)S(C)(=O)=O,2.6860000000000004
CNC(=O)ON=C(C)SC,3.98
CNC(=O)ON=C(CSC)C(C)(C)C,4.41
CNC(=O)ON=C(SC)C(=O)N(C)C,4.9430000000000005
CNC(=O)ON=C1CCCCC1(C)[N+](=O)[O-],3.688
CNC(=O)ON=CC(C)(C)S(C)(=O)=O,3.949
CNC(=O)ON=CC(C)(C)S(C)=O,4.992
CNC(=O)ON=CC(C)(C)SC,5.466
C=C(C)C=NOC(=O)NC,2.977
CNC(=O)ON=CC1(C)SCC(C)S1,5.37
CNC(=S)N(C)C,2.573
CNC(=S)NCCSCc1nc[nH]c1C,2.214
C=CC(C)NC(=S)NNC(=S)NC,2.339
CNC(C)=O,1.165
CNC(C)C(O)c1ccccc1,2.399
CNC(C)CC1CCCCC1,3.272
CNC(N)=S,3.256
CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,1.875
CNC=O,1.169
CNc1cnn(-c2cccc(C(F)(F)F)c2)c(=O)c1Cl,1.579
CNc1c(Cl)cc(C(=O)NC2CC2)cc1Cl,2.995
CNc1cccc2ccccc12,2.047
CNc1nc(Cl)nc(NC(C)C)n1,2.43
CNc1nc(NC(C)C)nc(OC)n1,1.915
CNc1nc(NC(C)C)nc(SC)n1,2.186
CNc1nc2cc(Cl)ccc2o1,2.262
CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+]([O-])C1,2.756
CNC1C(OC2C(OC3C(O)C(O)C(NC(=N)N)C(O)C3NC(=N)N)OC(C)C2(O)C=O)OC(CO)C(O)C1O,1.81
CNC1CCCCC1,2.452
CNCC(O)c1cccc(O)c1,2.679
CNCC12CCC(c3ccccc31)c1ccccc12,2.619
CNCC1CCCCC1,1.955
CNCCC=C1c2ccccc2CCc2ccccc21,2.72
CNCCC=C1c2ccccc2CCc2sccc21,2.7310000000000003
CNCCc1ccccn1,1.348
CNCCCC12CCC(c3ccccc31)c1ccccc12,2.562
CNCCCC1c2ccccc2C=Cc2ccccc21,3.04
CNCCO,1.506
CNN,3.158
CNNC,2.779
CNP(=O)(NC)Oc1ccccc1,3.155
CNP(=O)(OC)Oc1ccc(C(C)(C)C)cc1Cl,2.802
CNP(O)(=S)OC(C)C,2.325
CNS(=O)(=O)c1cc(Cl)c(Cl)cc1Cl,1.731
CO,0.755
CO[Si](C)(OC)OC,1.037
CO[Si](CCC1CCC2OC2C1)(OC)OC,1.3019999999999998
CO[Si](CCCOCC1CO1)(OC)OC,1.012
CO[Si](CCCS)(OC)OC,1.825
CO[Si](CCS)(OC)OC,1.87
C=C[Si](OC)(OC)OC,1.118
CO[SiH](OC)OC,1.117
COC(=O)C(C(C)=O)C(C)=O,1.969
C=C(C)C(=O)OC,1.104
COC(=O)C(C)C,0.805
COC(=O)C(C)N(C(=O)c1ccccc1)c1ccc(F)c(Cl)c1,2.447
COC(=O)C(C)N(C(=O)c1ccco1)c1c(C)cccc1C,2.506
COC(=O)C(C)Oc1ccc(Oc2ccc(Cl)cc2Cl)cc1,2.782
COC(=O)C(Cl)Cc1ccc(Cl)cc1,2.337
C=CC(=O)OC,2.492
COC(=O)C=C(C)OP(=O)(OC)OC,4.873
COC(=O)C=CC(=O)OC,2.01
COC(=O)C=Cc1ccccc1,1.793
COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1,3.176
COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],2.53
COC(=O)c1ccccc1C(=O)OC,1.456
COC(=O)C1=C(C(=O)OC)CCCC1,2.452
COC(=O)c1c(Cl)c(Cl)c(C(=O)OC)c(Cl)c1Cl,2.044
COC(=O)c1c(Cl)c(Cl)c(C(=O)SC)c(Cl)c1Cl,2.023
COC(=O)c1ccccc1N,1.716
COC(=O)C1=C(C#N)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,2.393
COC(=O)c1ccccc1O,2.234
COC(=O)c1cc(Oc2ccc(Cl)cc2Cl)ccc1[N+](=O)[O-],1.7280000000000002
COC(=O)c1ccc(C)cc1,1.658
COC(=O)c1ccccc1,2.063
COC(=O)C12Oc3ccc(-c4ccc5c(c4O)C(=O)C4=C(O)CC(C)C(O)C4(C(=O)OC)O5)c(O)c3C(=O)C1=C(O)CC(C)C2O,4.463
COC(=O)C1C2C=CC(C2)C1C(=O)OC,2.323
COC(=O)CC(C)=O,1.556
COC(=O)C=C(CC(=O)OC)OP(=O)(OC)OC,3.959
COC(=O)CC(SP(=O)(OC)OC)C(=O)OC,3.444
COC(=O)CC(SP(=S)(OC)OC)C(=O)OC,2.472
COC(=O)Cc1ccccc1,1.77
COC(=O)CCC(Br)C(C)=O,2.57
C=COC(=O)CCCCC(=O)OC,1.4780000000000002
CC=CCCCCCCCC(=O)OC,1.82
COC(=O)CF,4.42
C=COCCOCCOCC(=O)OC,1.257
COC(=O)N(C)C(=O)CSP(C)(=S)OC,3.678
COC(=O)N(CCCl)N=O,3.921
COC(=O)NC(=S)Nc1ccccc1NC(=S)NC(=O)OC,1.712
COC(=O)Nc1cccc(OC(=O)Nc2cccc(C)c2)c1,1.876
COC(=O)Nc1ccc(Cl)c(Cl)c1,2.625
COC(=O)Nc1nc2ccccc2n1C(=O)NCCCCCC#N,2.12
COC(=O)Nc1nc2cc(C(=O)c3ccccc3)ccc2[nH]1,2.617
COC(=O)Nc1nc2ccc(C(=O)c3ccc(F)cc3)cc2[nH]1,2.088
COC(=O)Nc1nc2ccccc2[nH]1,1.475
COC(=O)NN=Cc1c[n+]([O-])c2ccccc2[n+]1[O-],2.489
COC(=O)NS(=O)(=O)c1ccc(N)cc1,2.061
COC(=S)SSC(=S)OC,2.951
COC(=S)SSC(Cl)(Cl)Cl,2.2230000000000003
COC(C)(C)C,1.3430000000000002
C=C(C)OC,1.586
CC=C(C)C(=O)OC1CCN2CC=C(COC(=O)C(O)(C(C)OC)C(C)(C)O)C12,3.573
COC(C)C=O,1.972
COC(C)CC(CC(OC)OC)OC,1.703
COC(C)CC(=O)O,1.591
COC(C)CC(OC)OC,2.001
COC(C)CC=O,2.277
COC(C)CCOC(C)=O,1.541
COC(C)COC(C)COC(C)CO,1.796
COC(C)OC,1.142
COC(C1=NCCCN1)c1ccc2ccccc2c1,2.767
COC(Cc1ccccc1)OC,1.6769999999999998
COC(=O)Cl,3.197
COC(CN1CCN(CCC(O)c2ccccc2)CC1)c1ccccc1,2.7430000000000003
COC(COC(N)=O)C1=C(N2CC2)C(=O)C(C)=C(N2CC2)C1=O,4.0710000000000015
COC(F)(F)C(Cl)Cl,1.661
COC(F)=C(C(F)(F)F)C(F)(F)F,2.297
COC(N)=O,1.4780000000000002
COC(OC)C(C)c1ccccc1,1.989
COC(OC)c1ccccc1,2.096
C=CC=COC,1.594
COc1c(Cl)cc(Cl)c(Cl)c1C(=O)O,2.93
COc1c(C(C)(C)C)cc([N+](=O)[O-])c(C)c1[N+](=O)[O-],2.898
COc1ccccc1[N+](=O)[O-],2.316
COc1ccccc1N1CCN(CCCNc2cc(=O)n(C)c(=O)n2C)CC1,2.872
COc1c(C)c2c(c(O)c1CC=C(C)CCC(=O)O)C(=O)OC2,2.959
COc1c(Cl)c(Cl)c([N+](=O)[O-])c(Cl)c1Cl,3.049
COc1c(O)c(Cl)c(Cl)c(Cl)c1Cl,2.19
COc1c(O)cc(Cl)c(Cl)c1Cl,1.883
COc1ccc(N)cc1Cl,2.457
COc1c(Cl)ccc(Cl)c1C(=O)O,2.3280000000000003
COc1ccc2c(=O)c(C)c(C)oc2c1CN1CCOCC1,3.838
COc1ccc([N+](=O)[O-])cc1N,1.874
COc1nccnc1NS(=O)(=O)c1ccc(N)cc1,2.01
COc1cc(C=O)ccc1O,1.984
C=CCc1ccc(O)c(OC)c1,1.93
COc1ccccc1O,2.234
CC=Cc1ccc(OC(C)=O)c(OC)c1,1.777
C=CCc1ccc(OC(C)=O)c(OC)c1,2.092
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)=O)CC3OC1CC(N)C(O)C(C)O1,3.196
COc1cc2c(c3oc4cccc(O)c4c(=O)c13)C1C=COC1O2,3.432
COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)C1C=COC1O2,4.796
COc1c2occc2cc2ccc(=O)oc12,2.437
COc1c2occc2c(OC)c2c(=O)cc(C)oc12,3.5780000000000003
COc1ccc2c3c1OC1C(O)C=CC4C(C2)N(C)CCC341,2.846
COc1ccc2c3c1OC1C(O)CCC4C(C2)N(C)CCC341,3.099
COc1ccc(N)c(S(=O)(=O)O)c1,1.308
COc1ccc(O)c(C(C)(C)C)c1,1.955
COc1cc(C2c3cc4c(cc3C(OC3OC5COC(C)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O,2.518
COc1cc(C(=O)N2CCCCCCC2)cc(OC)c1OC,3.374
COc1cc(C(=O)N2CCOCC2)cc(OC)c1OC,2.194
COc1cc(C(=O)NC2CCCNC2)cc(OC)c1OC,2.147
COc1cc(C(=S)N2CCOCC2)cc(OC)c1OC,2.647
COc1cc(-c2ccc(N)c(OC)c2)ccc1N,2.105
COc1cc(C#N)ccc1OP(=S)(OC)OC,2.004
COc1cc(C)nc(-n2nc(C)cc2OC)n1,2.721
CC=Cc1ccc(O)c(OC)c1,2.022
CC=Cc1ccc(OCc2ccccc2)c(OC)c1,1.715
C=CCc1ccc(OC=O)c(OC)c1,1.7519999999999998
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,3.162
COc1cc(CCC(C)=O)ccc1O,1.877
COc1cc(Cl)c(OC)cc1Cl,1.275
COc1cc(O)c2c(O)c3c(c4c2c1C1(C4)C(C)=CCCC1(C)C)C(O)C1(O)CC(O)=C(C(N)=O)C(=O)C1(O)C3=O,3.666
COc1ccc(C)cc1,1.804
COc1ccc(C)cc1N,1.976
COc1ccc(C(C)=O)cc1,1.941
COc1ccc(C(c2ccc(OC)cc2)C(Cl)(Cl)Cl)cc1,1.84
COc1ccc(C(O)(c2cncnc2)C2CC2)cc1,1.756
COc1ccc(-c2cc(N)c3c(c2O)C(=O)c2c(N)ccc(O)c2C3=O)cc1,1.771
COc1ccc([N+](=O)[O-])cc1,1.77
COc1ccc(N=NN(C)C)cc1,2.713
COc1ccc(S(=O)(=O)Nc2nnc(CC(C)C)s2)cc1,2.7880000000000003
COc1ccc(C(C)=O)cc1C,2.039
COc1ccc([N+](=O)[O-])cc1Cl,2.201
CC=Cc1ccc(OC)cc1,1.851
COc1ccc(C=O)cc1,1.955
COc1ccc(C=O)cc1OC,1.92
COc1ccc(CC(C)=O)cc1,1.693
COc1ccc(CC(=O)O)cc1,2.03
C=CCc1ccc(OC)c(OC)c1,2.1790000000000003
COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC,3.019
COc1ccc(CC2NCC(O)C2OC(C)=O)cc1,3.5660000000000003
COc1ccc(CCNCC(O)c2ccc(O)cc2)cc1OC,1.53
COc1ccc(CO)cc1,2.061
COc1ccc(N)c([N+](=O)[O-])c1,1.0759999999999998
COc1ccc(N)c(OC)c1,2.519
COc1ccc(N)cc1,1.944
COc1ccc(N)cc1N,2.478
COc1ccc(NC(=O)N(C)C)cc1Cl,2.155
COc1ccc(Nc2ccc(OC)cc2)cc1,1.968
COc1ccc(NS(=O)(=O)c2ccc(N)cc2)nn1,2.01
COc1ccc(O)cc1,1.89
COc1ccc(OC(=O)C=C(C)OP(=O)(OC)OC)cc1,3.4960000000000004
COc1ccc(OC)cc1,1.584
COc1ccc(Oc2ccc(NC(=O)N(C)C)cc2)cc1,2.457
COc1ccc(SP(=S)(CCl)OC(C)C)cc1,3.459
COc1ccc2c(=O)c(C)c(-c3ccccc3)oc2c1CN(C)C,3.908
COc1ccc2c(c1OC)C(=O)OC2C1c2c(cc3c(c2OC)OCO3)CCN1C,2.435
COc1ccc2ccc(=O)oc2c1CC=C(C)C,1.925
COc1ccc2c3c1OC1C(OC(=O)c4cccnc4)C=CC4C(C2)N(C)CCC341,2.6830000000000003
COc1ccc2c(c1)c(CC(=O)OCC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,4.235
COc1ccc2oc(N)nc2c1,2.215
COc1cccc(O)c1,2.318
COc1ccccc1,1.466
COc1ccccc1C=O,1.736
COc1ccccc1-c1ccccc1,1.709
COc1ccccc1N,1.789
COc1ccccc1OC,2.191
COc1ccccc1OCC(O)CO,2.1180000000000003
COc1ccccc1OCC(O)COC(N)=O,2.262
COc1ccccc1OCC1CNC(=O)O1,1.767
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,5.17
COc1cc2c(cc1OC)C(CCc1ccc(Cl)cc1)N(C)CC2,2.937
COc1cc2c3c(c4ccc(OC)c(OC)c4c2cc1OC)CN1CCCC1C3,3.782
C=C(C)C1Cc2c(ccc3c2OC2COc4cc(OC)c(OC)cc4C2C3=O)O1,3.818
COc1cc2c(cc1OC)C1C(=O)c3ccc4c(c3OC1CO2)CC(C(C)C)O4,2.2
COc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,2.497
COc1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2,2.634
COc1ccc2cc(C(C)C(=O)O)ccc2c1,2.8080000000000003
COc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1,1.669
COc1coc(CSP(=O)(OC)OC)cc1=O,4.086
COc1nc(NC(C)C)nc(NC(C)C)n1,2.651
COc1nn(CSP(=S)(OC)OC)c(=O)s1,4.1789999999999985
COC12C(COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1CC1C2N1C,3.71
COC12C(COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1CC1NC12,4.047
COC(=O)C1C2CC3c4[nH]c5cc(OC)ccc5c4CCN3CC2CC(OC(=O)C=Cc2cc(OC)c(OC)c(OC)c2)C1OC,2.803
COC(=O)C1C2CC3c4[nH]c5cc(OC)ccc5c4CCN3CC2CC(OC(=O)c2cc(OC)c(OC)c(OC)c2)C1OC,3.161
COCC(=O)N(c1c(C)cccc1C)C(C)C(=O)OC,2.6210000000000004
COCC(=O)N(C)C(=O)Oc1ccccc1OC(C)C,3.604
COCC(=O)Nc1cc(Sc2ccccc2)ccc1N=C(NC(=O)OC)NC(=O)OC,1.624
COCC(C)O,1.202
COCC(O)Cn1ccnc1[N+](=O)[O-],1.975
COCC=O,1.5019999999999998
COCc1ccccc1,1.096
COCC1CS1,1.6869999999999998
COCCC#N,1.287
COCCC(C)OC,1.501
COCCc1ccccc1,1.521
COCCCNc1nc(NC(C)C)nc(SC)n1,1.735
COCCCNc1nc(NCCCOC)nc(SC)n1,2.333
COCCCO,1.198
COCCN(C(=O)CCl)c1c(C)cccc1C,2.204
COCCNC(=O)CSP(=S)(OC)OC,2.813
COCCO,1.49
COCCOC(=O)C=CC(=O)OCCOC,1.842
COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,2.184
COCCOC(=O)N(CO)CO,1.212
COCCOC(C)=O,1.5419999999999998
COCCOC(C)OCCOC,1.7380000000000002
COCCOC(N)=O,1.035
C=COCCOC,1.418
COCCOc1c(OC)cc(Cc2cnc(N)nc2N)cc1OC,2.455
COCCOc1cnc(NS(=O)(=O)c2ccccc2)nc1,1.999
COCCOCCO,1.339
COCCOCCOC(C)=O,1.132
COCCOCCOCCO,1.162
COCCOCCOCCOC(C)=O,1.273
COCCOCCOCCOCCOC,1.636
COCCSCCO,1.02
COCNC(=O)CSP(=S)(OC)OC,2.636
COCOCCO,1.213
CO[N+](=O)[O-],2.35
CON(C(=O)CSP(=S)(OC)OC)C(C)C,3.043
CON(C)C(=O)C=C(C)OP(=O)(OC)OC,5.102
CON(C)C(=O)CC(SP(=S)(OC)OC)C(=O)N(C)OC,4.4110000000000005
CON(C)C(=O)Nc1ccc(Br)c(Cl)c1,2.135
CON(C)C(=O)Nc1ccc(Br)cc1,2.112
CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1,2.337
CON(C)C(=O)Nc1ccc(Cl)cc1,2.076
COP(=O)(CCC(=O)NCO)OC,1.211
COP(=O)(CSSCP(=O)(OC)OC)OC,3.6
COP(=O)(NC(C)=O)SC,2.418
COP(=O)(Oc1ccccc1)OC(Br)C(Cl)(Cl)Br,2.947
COP(=O)(OC)C(O)C(Cl)(Cl)Cl,3.013
COP(=O)(OC)C(OC(C)=O)=C(Cl)Cl,2.943
COP(=O)(N=C1SCC(C)S1)OC,3.838
COP(=O)(OC)N1CCOCC1,1.519
COP(=O)(OC)OC,2.222
C=C(OP(=O)(OC)OC)P(=O)(OC)OC,2.957
COP(=O)(OC)OC(=CBr)c1ccc(Cl)cc1Cl,3.2230000000000003
COP(=O)(OC)OC(=CCl)c1cc(Cl)ccc1Cl,1.942
COP(=O)(OC)OC(Br)C(Br)(Br)Br,3.407
COP(=O)(OC)OC(Br)C(Cl)(Cl)Br,3.1830000000000003
COP(=O)(OC)OC(C)=CC(=O)N(C)C,4.261
COP(=O)(OC)OC(C)=CC(=O)OC(C)c1ccccc1,3.913
COP(=O)(OC)OC(C)=CC(=O)Oc1ccc(C)cc1,3.232
COP(=O)(OC)OC(C)=CC(=O)OCc1ccc(Cl)cc1,3.382
COP(=O)(OC)OC(C)=CC(=O)OCc1ccccc1,3.729
COP(=O)(OC)OC(=CCl)c1cc(Cl)c(Cl)cc1Cl,2.882
COP(=O)(OC)OC(=CCl)c1ccc(Cl)cc1Cl,3.532
COP(=O)(OC)OC(Cl)C(Cl)(Br)Br,3.89
COP(=O)(OC)OC(Cl)C(Cl)(Cl)Cl,4.319
COP(=O)(OC)OC=C(Br)Br,3.088
COP(=O)(OC)OC=C(Cl)Cl,3.946
COP(=O)(OC)OC1=C(Cl)C2C=CCC12,3.417
COP(=O)(OC)Oc1ccc([N+](=O)[O-])c(C)c1,4.037
COP(=O)(OC)Oc1ccc(S(C)(=O)=O)c(C)c1,3.992
COP(=O)(OC)Oc1ccc([N+](=O)[O-])c(Cl)c1,4.45
COP(=O)(OC)Oc1ccc([N+](=O)[O-])cc1,4.878
COP(=O)(OC)Oc1ccc(Cl)cc1Cl,2.734
COP(=O)(OC)Oc1ccc(SC)cc1,4.55
COP(=O)(OC)Oc1nc(Cl)c(Cl)cc1Cl,2.547
COP(=O)(OC)OCc1ccccc1,5.084
COP(=O)(OC)ON1C(=O)c2cccc3cccc(c23)C1=O,3.662
COP(=O)(OC)OP(=O)(OC)OC,5.1389999999999985
COP(=O)(OC)SC,4.017
COP(=O)(OC)SC(CC(=O)OC(C)C)C(=O)OC(C)C,3.455
COP(=O)(OC)Sc1ccc([N+](=O)[O-])cc1,3.788
COP(=O)(OC)SCC(Cl)(Cl)Cl,3.261
COP(=O)(OC)SCCSC,4.034
COP(=O)(OC)SCN1C(=O)c2ccccc2C1=O,3.78
COP(=O)(Oc1cc(Cl)c(Br)cc1Cl)c1ccccc1,3.526
COP(=O)(Oc1ccc([N+](=O)[O-])c(C)c1)SC,2.945
COP(=O)(OC1CCCCC1)Sc1ccc(Cl)cc1,3.302
COP(=O)(SC)SC,3.821
COP(=S)(NC(=S)N(C)CCO)OC,4.333
COP(=S)(NC(C)C)Oc1ccc(C)cc1[N+](=O)[O-],2.9930000000000003
COP(=S)(NC(C)C)Oc1ccc(Cl)cc1Cl,3.0660000000000003
COP(=S)(Oc1ccc([N+](=O)[O-])cc1)OC(C)C,4.765
COP(=S)(OC(C)C)SCN1C(=O)c2ccccc2C1=O,3.839
COP(=S)(N=C1SCCS1)OC,4.386
COP(=S)(OC)OC,2.444
COP(=S)(OC)OC(=CCl)c1ccc(Cl)cc1Cl,3.4960000000000004
COP(=S)(OC)Oc1cc(Cl)c(Br)cc1Cl,2.359
COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,2.7110000000000003
COP(=S)(OC)Oc1ccc(S(C)(=O)=O)c(C)c1,3.395
COP(=S)(OC)Oc1ccc(S(C)=O)c(C)c1,3.372
COP(=S)(OC)Oc1cc(C)c(SC)c(C)c1,2.466
COP(=S)(OC)Oc1ccc(SC)c(C)c1,3.189
COP(=S)(OC)Oc1cc(Cl)c(I)cc1Cl,2.249
COP(=S)(OC)Oc1ccc([N+](=O)[O-])c(C)c1,3.045
COP(=S)(OC)Oc1ccc([N+](=O)[O-])c(Cl)c1,2.678
COP(=S)(OC)Oc1ccc([N+](=O)[O-])c(SC(C)C)c1,2.471
COP(=S)(OC)Oc1ccc(C#N)cc1,3.054
COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1,4.641
COP(=S)(OC)Oc1ccc(S(=O)(=O)c2ccc(OP(=S)(OC)OC)cc2)cc1,2.397
COP(=S)(OC)Oc1ccc(S(=O)(=O)N(C)C)cc1,4.065
COP(=S)(OC)Oc1ccc(S(N)(=O)=O)cc1,3.269
COP(=S)(OC)Oc1ccc(C#N)cc1Cl,3.444
COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1Cl,3.02
COP(=S)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)cc2)cc1,2.669
COP(=S)(OC)Oc1ccc(SSc2ccc(OP(=S)(OC)OC)cc2)cc1,4.619
COP(=S)(OC)Oc1ccc2c(C)cc(=O)oc2c1,4.284
COP(=S)(OC)Oc1cnc2ccccc2n1,2.478
COP(=S)(OC)Oc1nc(Cl)c(Cl)cc1Cl,2.247
COP(=S)(OC)SC,4.06
COP(=S)(OC)SC(C(=O)OC(C)C)c1ccccc1,3.213
C=CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC(C)SP(=S)(OC)OC,2.8280000000000003
COP(=S)(OC)SC(C)CSCC(C)SP(=S)(OC)OC,3.06
COP(=S)(OC)SC(C)N1CC(=O)C(=O)C1,4.704
COP(=S)(OC)SC(CBr)N1C(=O)c2ccccc2C1=O,3.339
COP(=S)(OC)SC(CC(=O)OC(C)C)C(=O)OC(C)C,1.952
COP(=S)(OC)SC(CCl)N1C(=O)c2ccccc2C1=O,3.66
COP(=S)(OC)SC(SP(=S)(OC)OC)c1ccccc1,3.16
COP(=S)(OC)Sc1ccc(Cl)cc1,2.73
COP(=S)(OC)SC1CCC2C=CCC1S2,2.472
COP(=S)(OC)SC1OCCOC1SP(=S)(OC)OC,3.0580000000000003
COP(=S)(OC)SCC(=O)N(C)C(=O)Oc1cccc(C(C)C)c1,2.957
COP(=S)(OC)SCC(=O)N(C)C=O,3.012
COP(=S)(OC)SCC(=O)N1CCOCC1,3.177
COP(=S)(OC)SCC(=O)O,1.937
COP(=S)(OC)SCc1nc(N)nc(N)n1,2.5
COP(=S)(OC)SCCNC(C)=O,3.044
COP(=S)(OC)SCCSC(C)C,3.24
COP(=S)(OC)SCCSc1ccc(Cl)cc1,3.517
COP(=S)(OC)SCN1C(=O)c2ccccc2C1=O,3.535
COP(=S)(OC)SCN1C(=O)CCC1=O,4.585
COP(=S)(OC)SCN1C(=O)CSC1=O,3.626
COP(=S)(OC)SCn1nnc2ccccc2c1=O,4.6560000000000015
COP(=S)(OC)SCOC(C)=O,3.394
COP(=S)(OC)SCSc1cccc(Cl)c1Cl,3.668
COP(=S)(OC)SCSc1cc(Cl)ccc1Cl,3.201
COP(=S)(OC)SCSc1cc(Cl)cc(Cl)c1,2.897
COP(=S)(OC)SCSc1cccc(Cl)c1,3.623
COP(=S)(OC)SCSc1ccc(Cl)c(Cl)c1,3.201
COP(=S)(OC)SCSc1ccc(Cl)cc1,3.817
COP(=S)(OC)SCSc1ccccc1,4.244
COP(=S)(OC)SCSc1ccccc1Cl,4.384
COP(=S)(OC)SCSCC=C(Cl)Cl,3.5660000000000003
COP(=S)(OC)SCSCCOC(N)=O,3.821
COP(=S)(Oc1cc(Cl)c(Br)cc1Cl)c1ccccc1,4.336
COP(=S)(Oc1ccc([N+](=O)[O-])cc1)Oc1ccc([N+](=O)[O-])cc1,3.074
COP(C)(=S)Oc1ccc(S(C)=O)c(C)c1,4.967
COP(C)(=S)Oc1ccc(Cl)cc1Cl,3.232
COP(C)(=S)Sc1ccccc1,3.1630000000000003
COP(C)(=S)SCN1C(=O)c2ccccc2C1=O,4.7010000000000005
COP(C)(=S)SCSc1ccc(Cl)cc1,3.984
COP(=S)(Cl)Cl,2.885
COP(N)(=O)SC,4.275
